"TIME","GEO","INDIC_DE","Value"
"1966","European Free Trade Association","Live births - total","181,861"
"1966","European Free Trade Association","Deaths - total","93,268"
"1966","Iceland","Average population - total","195,570"
"1966","Iceland","Live births - total","4,692"
"1966","Iceland","Deaths - total","1,392"
"1966","Liechtenstein","Average population - total","19,610"
"1966","Liechtenstein","Live births - total","370"
"1966","Liechtenstein","Deaths - total","152"
"1966","Norway","Average population - total","3,753,012"
"1966","Norway","Live births - total","67,061"
"1966","Norway","Deaths - total","35,920"
"1966","Switzerland","Average population - total","5,918,002"
"1966","Switzerland","Live births - total","109,738"
"1966","Switzerland","Deaths - total","55,804"
"1966","Montenegro","Average population - total",":"
"1966","Montenegro","Live births - total",":"
"1966","Montenegro","Deaths - total",":"
"1966","North Macedonia","Average population - total","1,525,841"
"1966","North Macedonia","Live births - total","41,434"
"1966","North Macedonia","Deaths - total","12,306"
"1966","Albania","Average population - total","1,914,573"
"1966","Albania","Live births - total","65,127"
"1966","Albania","Deaths - total","16,469"
"1966","Serbia","Average population - total",":"
"1966","Serbia","Live births - total",":"
"1966","Serbia","Deaths - total",":"
"1966","Turkey","Average population - total","31,886,523"
"1966","Turkey","Live births - total",":"
"1966","Turkey","Deaths - total",":"
"1966","Andorra","Average population - total",":"
"1966","Andorra","Live births - total",":"
"1966","Andorra","Deaths - total",":"
"1966","Belarus","Average population - total",":"
"1966","Belarus","Live births - total",":"
"1966","Belarus","Deaths - total",":"
"1966","Bosnia and Herzegovina","Average population - total","3,664,419"
"1966","Bosnia and Herzegovina","Live births - total","97,689"
"1966","Bosnia and Herzegovina","Deaths - total","25,138"
"1966","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,102,000"
"1966","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","42,429"
"1966","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","10,266"
"1966","Moldova","Average population - total",":"
"1966","Moldova","Live births - total",":"
"1966","Moldova","Deaths - total",":"
"1966","Monaco","Average population - total",":"
"1966","Monaco","Live births - total",":"
"1966","Monaco","Deaths - total",":"
"1966","Russia","Average population - total",":"
"1966","Russia","Live births - total",":"
"1966","Russia","Deaths - total",":"
"1966","San Marino","Average population - total",":"
"1966","San Marino","Live births - total",":"
"1966","San Marino","Deaths - total",":"
"1966","Ukraine","Average population - total",":"
"1966","Ukraine","Live births - total",":"
"1966","Ukraine","Deaths - total",":"
"1966","Armenia","Average population - total",":"
"1966","Armenia","Live births - total",":"
"1966","Armenia","Deaths - total",":"
"1966","Azerbaijan","Average population - total",":"
"1966","Azerbaijan","Live births - total",":"
"1966","Azerbaijan","Deaths - total",":"
"1966","Georgia","Average population - total",":"
"1966","Georgia","Live births - total",":"
"1966","Georgia","Deaths - total",":"
"1967","Belgium","Average population - total","9,580,991"
"1967","Belgium","Live births - total","146,193"
"1967","Belgium","Deaths - total","115,212"
"1967","Bulgaria","Average population - total","8,310,226"
"1967","Bulgaria","Live births - total","124,582"
"1967","Bulgaria","Deaths - total","74,696"
"1967","Czechia","Average population - total","9,852,899"
"1967","Czechia","Live births - total","138,448"
"1967","Czechia","Deaths - total","108,967"
"1967","Denmark","Average population - total","4,835,354"
"1967","Denmark","Live births - total","81,410"
"1967","Denmark","Deaths - total","47,836"
"1967","Germany (until 1990 former territory of the FRG)","Average population - total","59,870,704"
"1967","Germany (until 1990 former territory of the FRG)","Live births - total","1,019,451"
"1967","Germany (until 1990 former territory of the FRG)","Deaths - total","687,338"
"1967","Germany including former GDR","Average population - total","76,951,336"
"1967","Germany including former GDR","Live births - total","1,272,276"
"1967","Germany including former GDR","Deaths - total","914,417"
"1967","Estonia","Average population - total","1,318,946"
"1967","Estonia","Live births - total","18,671"
"1967","Estonia","Deaths - total","13,699"
"1967","Ireland","Average population - total","2,902,450"
"1967","Ireland","Live births - total","61,307"
"1967","Ireland","Deaths - total","31,400"
"1967","Greece","Average population - total","8,684,088"
"1967","Greece","Live births - total","162,904"
"1967","Greece","Deaths - total","71,975"
"1967","Spain","Average population - total","32,682,947"
"1967","Spain","Live births - total","677,487"
"1967","Spain","Deaths - total","274,021"
"1967","France","Average population - total",":"
"1967","France","Live births - total",":"
"1967","France","Deaths - total",":"
"1967","France (metropolitan)","Average population - total","49,548,305"
"1967","France (metropolitan)","Live births - total","837,481"
"1967","France (metropolitan)","Deaths - total","543,033"
"1967","Croatia","Average population - total","4,338,683"
"1967","Croatia","Live births - total","67,103"
"1967","Croatia","Deaths - total","41,381"
"1967","Italy","Average population - total","52,900,500"
"1967","Italy","Live births - total","948,772"
"1967","Italy","Deaths - total","510,122"
"1967","Cyprus","Average population - total","599,450"
"1967","Cyprus","Live births - total","12,788"
"1967","Cyprus","Deaths - total","5,971"
"1967","Latvia","Average population - total","2,301,220"
"1967","Latvia","Live births - total","32,232"
"1967","Latvia","Deaths - total","24,362"
"1967","Lithuania","Average population - total","3,044,400"
"1967","Lithuania","Live births - total","53,806"
"1967","Lithuania","Deaths - total","24,571"
"1967","Luxembourg","Average population - total","334,995"
"1967","Luxembourg","Live births - total","4,957"
"1967","Luxembourg","Deaths - total","4,124"
"1967","Hungary","Average population - total","10,216,604"
"1967","Hungary","Live births - total","148,886"
"1967","Hungary","Deaths - total","109,530"
"1967","Malta","Average population - total","311,550"
"1967","Malta","Live births - total","5,309"
"1967","Malta","Deaths - total","2,985"
"1967","Netherlands","Average population - total","12,598,201"
"1967","Netherlands","Live births - total","238,678"
"1967","Netherlands","Deaths - total","99,792"
"1967","Austria","Average population - total","7,376,998"
"1967","Austria","Live births - total","127,404"
"1967","Austria","Deaths - total","95,438"
"1967","Poland","Average population - total","31,987,155"
"1967","Poland","Live births - total","521,817"
"1967","Poland","Deaths - total","247,705"
"1967","Portugal","Average population - total","8,874,520"
"1967","Portugal","Live births - total","202,061"
"1967","Portugal","Deaths - total","95,816"
"1967","Romania","Average population - total","19,534,242"
"1967","Romania","Live births - total","527,764"
"1967","Romania","Deaths - total","179,129"
"1967","Slovenia","Average population - total","1,689,528"
"1967","Slovenia","Live births - total","29,824"
"1967","Slovenia","Deaths - total","16,353"
"1967","Slovakia","Average population - total","4,449,367"
"1967","Slovakia","Live births - total","77,537"
"1967","Slovakia","Deaths - total","35,458"
"1967","Finland","Average population - total","4,605,744"
"1967","Finland","Live births - total","77,289"
"1967","Finland","Deaths - total","43,790"
"1967","Sweden","Average population - total","7,867,931"
"1967","Sweden","Live births - total","121,360"
"1967","Sweden","Deaths - total","79,783"
"1967","United Kingdom","Average population - total","54,943,600"
"1967","United Kingdom","Live births - total","961,800"
"1967","United Kingdom","Deaths - total","616,710"
"1967","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","436,645,695"
"1967","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","7,751,740"
"1967","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","4,465,995"
"1967","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","432,307,012"
"1967","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","7,684,637"
"1967","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Deaths - total","4,424,614"
"1967","European Free Trade Association","Average population - total","9,995,250"
"1967","European Free Trade Association","Live births - total","179,011"
"1967","European Free Trade Association","Deaths - total","92,861"
"1967","Iceland","Average population - total","198,751"
"1967","Iceland","Live births - total","4,404"
"1967","Iceland","Deaths - total","1,387"
"1967","Liechtenstein","Average population - total","20,175"
"1967","Liechtenstein","Live births - total","411"
"1967","Liechtenstein","Deaths - total","158"
"1967","Norway","Average population - total","3,784,539"
"1967","Norway","Live births - total","66,779"
"1967","Norway","Deaths - total","36,174"
"1967","Switzerland","Average population - total","5,991,785"
"1967","Switzerland","Live births - total","107,417"
"1967","Switzerland","Deaths - total","55,142"
"1967","Montenegro","Average population - total",":"
"1967","Montenegro","Live births - total",":"
"1967","Montenegro","Deaths - total",":"
"1967","North Macedonia","Average population - total","1,550,453"
"1967","North Macedonia","Live births - total","40,763"
"1967","North Macedonia","Deaths - total","12,523"
"1967","Albania","Average population - total","1,965,598"
"1967","Albania","Live births - total","69,261"
"1967","Albania","Deaths - total","16,565"
"1967","Serbia","Average population - total",":"
"1967","Serbia","Live births - total",":"
"1967","Serbia","Deaths - total",":"
"1967","Turkey","Average population - total","32,683,665"
"1967","Turkey","Live births - total",":"
"1967","Turkey","Deaths - total",":"
"1967","Andorra","Average population - total",":"
"1967","Andorra","Live births - total",":"
"1967","Andorra","Deaths - total",":"
"1967","Belarus","Average population - total",":"
"1967","Belarus","Live births - total",":"
"1967","Belarus","Deaths - total",":"
"1967","Bosnia and Herzegovina","Average population - total","3,734,051"
"1967","Bosnia and Herzegovina","Live births - total","92,972"
"1967","Bosnia and Herzegovina","Deaths - total","26,195"
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,130,500"
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","44,001"
"1967","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","11,308"
"1967","Moldova","Average population - total",":"
"1967","Moldova","Live births - total",":"
"1967","Moldova","Deaths - total",":"
"1967","Monaco","Average population - total",":"
"1967","Monaco","Live births - total",":"
"1967","Monaco","Deaths - total",":"
"1967","Russia","Average population - total",":"
"1967","Russia","Live births - total",":"
"1967","Russia","Deaths - total",":"
"1967","San Marino","Average population - total",":"
"1967","San Marino","Live births - total",":"
"1967","San Marino","Deaths - total",":"
"1967","Ukraine","Average population - total",":"
"1967","Ukraine","Live births - total",":"
"1967","Ukraine","Deaths - total",":"
"1967","Armenia","Average population - total",":"
"1967","Armenia","Live births - total",":"
"1967","Armenia","Deaths - total",":"
"1967","Azerbaijan","Average population - total",":"
"1967","Azerbaijan","Live births - total",":"
"1967","Azerbaijan","Deaths - total",":"
"1967","Georgia","Average population - total",":"
"1967","Georgia","Live births - total",":"
"1967","Georgia","Deaths - total",":"
"1968","Belgium","Average population - total","9,618,756"
"1968","Belgium","Live births - total","141,984"
"1968","Belgium","Deaths - total","121,744"
"1968","Bulgaria","Average population - total","8,369,603"
"1968","Bulgaria","Live births - total","141,460"
"1968","Bulgaria","Deaths - total","72,176"
"1968","Czechia","Average population - total","9,876,346"
"1968","Czechia","Live births - total","137,437"
"1968","Czechia","Deaths - total","115,195"
"1968","Denmark","Average population - total","4,864,883"
"1968","Denmark","Live births - total","74,543"
"1968","Denmark","Deaths - total","47,290"
"1968","Germany (until 1990 former territory of the FRG)","Average population - total","60,205,754"
"1968","Germany (until 1990 former territory of the FRG)","Live births - total","969,825"
"1968","Germany (until 1990 former territory of the FRG)","Deaths - total",":"
"1968","Germany including former GDR","Average population - total","77,294,314"
"1968","Germany including former GDR","Live births - total","1,214,968"
"1968","Germany including former GDR","Deaths - total","976,521"
"1968","Estonia","Average population - total","1,331,214"
"1968","Estonia","Live births - total","19,782"
"1968","Estonia","Deaths - total","14,225"
"1968","Ireland","Average population - total","2,915,550"
"1968","Ireland","Live births - total","61,004"
"1968","Ireland","Deaths - total","33,157"
"1968","Greece","Average population - total","8,740,765"
"1968","Greece","Live births - total","160,406"
"1968","Greece","Deaths - total","73,309"
"1968","Spain","Average population - total","33,113,134"
"1968","Spain","Live births - total","664,948"
"1968","Spain","Deaths - total","277,357"
"1968","France","Average population - total",":"
"1968","France","Live births - total",":"
"1968","France","Deaths - total",":"
"1968","France (metropolitan)","Average population - total","49,915,404"
"1968","France (metropolitan)","Live births - total","832,847"
"1968","France (metropolitan)","Deaths - total","553,441"
"1968","Croatia","Average population - total","4,365,628"
"1968","Croatia","Live births - total","65,431"
"1968","Croatia","Deaths - total","43,720"
"1968","Italy","Average population - total","53,235,750"
"1968","Italy","Live births - total","930,172"
"1968","Italy","Deaths - total","532,571"
"1968","Cyprus","Average population - total","604,300"
"1968","Cyprus","Live births - total","12,403"
"1968","Cyprus","Deaths - total","5,958"
"1968","Latvia","Average population - total","2,323,619"
"1968","Latvia","Live births - total","32,693"
"1968","Latvia","Deaths - total","25,104"
"1968","Lithuania","Average population - total","3,078,850"
"1968","Lithuania","Live births - total","54,258"
"1968","Lithuania","Deaths - total","25,725"
"1968","Luxembourg","Average population - total","335,850"
"1968","Luxembourg","Live births - total","4,704"
"1968","Luxembourg","Deaths - total","4,098"
"1968","Hungary","Average population - total","10,255,815"
"1968","Hungary","Live births - total","154,419"
"1968","Hungary","Deaths - total","115,354"
"1968","Malta","Average population - total","307,900"
"1968","Malta","Live births - total","5,143"
"1968","Malta","Deaths - total","2,883"
"1968","Netherlands","Average population - total","12,729,721"
"1968","Netherlands","Live births - total","237,112"
"1968","Netherlands","Deaths - total","104,989"
"1968","Austria","Average population - total","7,415,403"
"1968","Austria","Live births - total","126,115"
"1968","Austria","Deaths - total","96,014"
"1968","Poland","Average population - total","32,294,655"
"1968","Poland","Live births - total","525,751"
"1968","Poland","Deaths - total","244,103"
"1968","Portugal","Average population - total","8,836,650"
"1968","Portugal","Live births - total","194,962"
"1968","Portugal","Deaths - total","94,661"
"1968","Romania","Average population - total","19,799,831"
"1968","Romania","Live births - total","526,091"
"1968","Romania","Deaths - total","188,509"
"1968","Slovenia","Average population - total","1,704,546"
"1968","Slovenia","Live births - total","28,580"
"1968","Slovenia","Deaths - total","17,446"
"1968","Slovakia","Average population - total","4,483,915"
"1968","Slovakia","Live births - total","76,370"
"1968","Slovakia","Deaths - total","38,076"
"1968","Finland","Average population - total","4,626,469"
"1968","Finland","Live births - total","73,654"
"1968","Finland","Deaths - total","45,013"
"1968","Sweden","Average population - total","7,912,273"
"1968","Sweden","Live births - total","113,087"
"1968","Sweden","Deaths - total","82,464"
"1968","United Kingdom","Average population - total","55,211,700"
"1968","United Kingdom","Live births - total","947,300"
"1968","United Kingdom","Deaths - total","655,998"
"1968","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","439,601,653"
"1968","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","7,629,632"
"1968","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","4,646,262"
"1968","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","435,236,025"
"1968","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","7,564,201"
"1968","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Deaths - total","4,602,542"
"1968","European Free Trade Association","Average population - total","10,106,523"
"1968","European Free Trade Association","Live births - total","177,138"
"1968","European Free Trade Association","Deaths - total","96,535"
"1968","Iceland","Average population - total","201,488"
"1968","Iceland","Live births - total","4,227"
"1968","Iceland","Deaths - total","1,390"
"1968","Liechtenstein","Average population - total","20,835"
"1968","Liechtenstein","Live births - total","431"
"1968","Liechtenstein","Deaths - total","148"
"1968","Norway","Average population - total","3,816,486"
"1968","Norway","Live births - total","67,350"
"1968","Norway","Deaths - total","37,623"
"1968","Switzerland","Average population - total","6,067,714"
"1968","Switzerland","Live births - total","105,130"
"1968","Switzerland","Deaths - total","57,374"
"1968","Montenegro","Average population - total",":"
"1968","Montenegro","Live births - total",":"
"1968","Montenegro","Deaths - total",":"
"1968","North Macedonia","Average population - total","1,575,714"
"1968","North Macedonia","Live births - total","40,123"
"1968","North Macedonia","Deaths - total","12,461"
"1968","Albania","Average population - total","2,022,272"
"1968","Albania","Live births - total","71,869"
"1968","Albania","Deaths - total","16,214"
"1968","Serbia","Average population - total",":"
"1968","Serbia","Live births - total",":"
"1968","Serbia","Deaths - total",":"
"1968","Turkey","Average population - total","33,527,788"
"1968","Turkey","Live births - total",":"
"1968","Turkey","Deaths - total",":"
"1968","Andorra","Average population - total",":"
"1968","Andorra","Live births - total",":"
"1968","Andorra","Deaths - total",":"
"1968","Belarus","Average population - total",":"
"1968","Belarus","Live births - total",":"
"1968","Belarus","Deaths - total",":"
"1968","Bosnia and Herzegovina","Average population - total","3,750,866"
"1968","Bosnia and Herzegovina","Live births - total","89,134"
"1968","Bosnia and Herzegovina","Deaths - total","26,031"
"1968","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,159,500"
"1968","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","44,627"
"1968","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","10,781"
"1968","Moldova","Average population - total",":"
"1968","Moldova","Live births - total",":"
"1968","Moldova","Deaths - total",":"
"1968","Monaco","Average population - total",":"
"1968","Monaco","Live births - total",":"
"1968","Monaco","Deaths - total",":"
"1968","Russia","Average population - total",":"
"1968","Russia","Live births - total",":"
"1968","Russia","Deaths - total",":"
"1968","San Marino","Average population - total",":"
"1968","San Marino","Live births - total",":"
"1968","San Marino","Deaths - total",":"
"1968","Ukraine","Average population - total",":"
"1968","Ukraine","Live births - total",":"
"1968","Ukraine","Deaths - total",":"
"1968","Armenia","Average population - total",":"
"1968","Armenia","Live births - total",":"
"1968","Armenia","Deaths - total",":"
"1968","Azerbaijan","Average population - total",":"
"1968","Azerbaijan","Live births - total",":"
"1968","Azerbaijan","Deaths - total",":"
"1968","Georgia","Average population - total",":"
"1968","Georgia","Live births - total",":"
"1968","Georgia","Deaths - total",":"
"1969","Belgium","Average population - total","9,646,032"
"1969","Belgium","Live births - total","141,799"
"1969","Belgium","Deaths - total","120,471"
"1969","Bulgaria","Average population - total","8,434,172"
"1969","Bulgaria","Live births - total","143,060"
"1969","Bulgaria","Deaths - total","80,183"
"1969","Czechia","Average population - total","9,896,580"
"1969","Czechia","Live births - total","143,165"
"1969","Czechia","Deaths - total","120,653"
"1969","Denmark","Average population - total","4,891,860"
"1969","Denmark","Live births - total","71,298"
"1969","Denmark","Deaths - total","47,943"
"1969","Germany (until 1990 former territory of the FRG)","Average population - total","60,828,812"
"1969","Germany (until 1990 former territory of the FRG)","Live births - total","903,456"
"1969","Germany (until 1990 former territory of the FRG)","Deaths - total",":"
"1969","Germany including former GDR","Average population - total","77,909,682"
"1969","Germany including former GDR","Live births - total","1,142,366"
"1969","Germany including former GDR","Deaths - total","988,092"
"1969","Estonia","Average population - total","1,345,249"
"1969","Estonia","Live births - total","20,781"
"1969","Estonia","Deaths - total","15,150"
"1969","Ireland","Average population - total","2,932,650"
"1969","Ireland","Live births - total","62,912"
"1969","Ireland","Deaths - total","33,734"
"1969","Greece","Average population - total","8,772,764"
"1969","Greece","Live births - total","154,117"
"1969","Greece","Deaths - total","71,825"
"1969","Spain","Average population - total","33,441,054"
"1969","Spain","Live births - total","664,114"
"1969","Spain","Deaths - total","297,169"
"1969","France","Average population - total",":"
"1969","France","Live births - total",":"
"1969","France","Deaths - total",":"
"1969","France (metropolitan)","Average population - total","50,317,977"
"1969","France (metropolitan)","Live births - total","839,511"
"1969","France (metropolitan)","Deaths - total","573,335"
"1969","Croatia","Average population - total","4,391,490"
"1969","Croatia","Live births - total","63,635"
"1969","Croatia","Deaths - total","46,844"
"1969","Italy","Average population - total","53,537,950"
"1969","Italy","Live births - total","932,466"
"1969","Italy","Deaths - total","539,129"
"1969","Cyprus","Average population - total","609,400"
"1969","Cyprus","Live births - total","12,046"
"1969","Cyprus","Deaths - total","5,946"
"1969","Latvia","Average population - total","2,343,173"
"1969","Latvia","Live births - total","32,915"
"1969","Latvia","Deaths - total","26,229"
"1969","Lithuania","Average population - total","3,107,321"
"1969","Lithuania","Live births - total","54,263"
"1969","Lithuania","Deaths - total","27,156"
"1969","Luxembourg","Average population - total","337,504"
"1969","Luxembourg","Live births - total","4,503"
"1969","Luxembourg","Deaths - total","4,193"
"1969","Hungary","Average population - total","10,298,723"
"1969","Hungary","Live births - total","154,318"
"1969","Hungary","Deaths - total","116,659"
"1969","Malta","Average population - total","304,300"
"1969","Malta","Live births - total","5,096"
"1969","Malta","Deaths - total","3,024"
"1969","Netherlands","Average population - total","12,877,984"
"1969","Netherlands","Live births - total","247,588"
"1969","Netherlands","Deaths - total","107,615"
"1969","Austria","Average population - total","7,441,055"
"1969","Austria","Live births - total","121,377"
"1969","Austria","Deaths - total","98,715"
"1969","Poland","Average population - total","32,548,300"
"1969","Poland","Live births - total","532,828"
"1969","Poland","Deaths - total","264,516"
"1969","Portugal","Average population - total","8,757,705"
"1969","Portugal","Live births - total","189,739"
"1969","Portugal","Deaths - total","101,088"
"1969","Romania","Average population - total","20,009,141"
"1969","Romania","Live births - total","465,764"
"1969","Romania","Deaths - total","201,225"
"1969","Slovenia","Average population - total","1,713,874"
"1969","Slovenia","Live births - total","27,883"
"1969","Slovenia","Deaths - total","18,565"
"1969","Slovakia","Average population - total","4,518,607"
"1969","Slovakia","Live births - total","79,769"
"1969","Slovakia","Deaths - total","40,623"
"1969","Finland","Average population - total","4,623,785"
"1969","Finland","Live births - total","67,450"
"1969","Finland","Deaths - total","45,966"
"1969","Sweden","Average population - total","7,968,072"
"1969","Sweden","Live births - total","107,622"
"1969","Sweden","Deaths - total","83,338"
"1969","United Kingdom","Average population - total","55,441,750"
"1969","United Kingdom","Live births - total","920,300"
"1969","United Kingdom","Deaths - total","659,537"
"1969","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","442,490,314"
"1969","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","7,475,069"
"1969","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","4,779,507"
"1969","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","438,098,824"
"1969","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","7,411,434"
"1969","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Deaths - total","4,732,663"
"1969","European Free Trade Association","Average population - total","10,208,547"
"1969","European Free Trade Association","Live births - total","174,904"
"1969","European Free Trade Association","Deaths - total","98,586"
"1969","Iceland","Average population - total","203,369"
"1969","Iceland","Live births - total","4,218"
"1969","Iceland","Deaths - total","1,450"
"1969","Liechtenstein","Average population - total","21,084"
"1969","Liechtenstein","Live births - total","420"
"1969","Liechtenstein","Deaths - total","168"
"1969","Norway","Average population - total","3,847,707"
"1969","Norway","Live births - total","67,746"
"1969","Norway","Deaths - total","38,966"
"1969","Switzerland","Average population - total","6,136,387"
"1969","Switzerland","Live births - total","102,520"
"1969","Switzerland","Deaths - total","58,002"
"1969","Montenegro","Average population - total",":"
"1969","Montenegro","Live births - total",":"
"1969","Montenegro","Deaths - total",":"
"1969","North Macedonia","Average population - total","1,602,993"
"1969","North Macedonia","Live births - total","40,342"
"1969","North Macedonia","Deaths - total","13,111"
"1969","Albania","Average population - total","2,081,695"
"1969","Albania","Live births - total","73,458"
"1969","Albania","Deaths - total","15,624"
"1969","Serbia","Average population - total",":"
"1969","Serbia","Live births - total",":"
"1969","Serbia","Deaths - total",":"
"1969","Turkey","Average population - total","34,421,243"
"1969","Turkey","Live births - total",":"
"1969","Turkey","Deaths - total",":"
"1969","Andorra","Average population - total",":"
"1969","Andorra","Live births - total",":"
"1969","Andorra","Deaths - total",":"
"1969","Belarus","Average population - total",":"
"1969","Belarus","Live births - total",":"
"1969","Belarus","Deaths - total",":"
"1969","Bosnia and Herzegovina","Average population - total","3,710,120"
"1969","Bosnia and Herzegovina","Live births - total","87,687"
"1969","Bosnia and Herzegovina","Deaths - total","27,805"
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,189,250"
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","46,480"
"1969","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","10,892"
"1969","Moldova","Average population - total",":"
"1969","Moldova","Live births - total",":"
"1969","Moldova","Deaths - total",":"
"1969","Monaco","Average population - total",":"
"1969","Monaco","Live births - total",":"
"1969","Monaco","Deaths - total",":"
"1969","Russia","Average population - total",":"
"1969","Russia","Live births - total",":"
"1969","Russia","Deaths - total",":"
"1969","San Marino","Average population - total",":"
"1969","San Marino","Live births - total",":"
"1969","San Marino","Deaths - total",":"
"1969","Ukraine","Average population - total",":"
"1969","Ukraine","Live births - total",":"
"1969","Ukraine","Deaths - total",":"
"1969","Armenia","Average population - total",":"
"1969","Armenia","Live births - total",":"
"1969","Armenia","Deaths - total",":"
"1969","Azerbaijan","Average population - total",":"
"1969","Azerbaijan","Live births - total",":"
"1969","Azerbaijan","Deaths - total",":"
"1969","Georgia","Average population - total",":"
"1969","Georgia","Live births - total",":"
"1969","Georgia","Deaths - total",":"
"1970","Belgium","Average population - total","9,655,549"
"1970","Belgium","Live births - total","142,168"
"1970","Belgium","Deaths - total","118,660"
"1970","Bulgaria","Average population - total","8,489,574"
"1970","Bulgaria","Live births - total","138,745"
"1970","Bulgaria","Deaths - total","77,095"
"1970","Czechia","Average population - total","9,858,071"
"1970","Czechia","Live births - total","147,865"
"1970","Czechia","Deaths - total","123,327"
"1970","Denmark","Average population - total","4,928,757"
"1970","Denmark","Live births - total","70,802"
"1970","Denmark","Deaths - total","48,233"
"1970","Germany (until 1990 former territory of the FRG)","Average population - total","61,097,878"
"1970","Germany (until 1990 former territory of the FRG)","Live births - total","810,808"
"1970","Germany (until 1990 former territory of the FRG)","Deaths - total","734,843"
"1970","Germany including former GDR","Average population - total","78,169,289"
"1970","Germany including former GDR","Live births - total","1,047,737"
"1970","Germany including former GDR","Deaths - total","975,664"
"1970","Estonia","Average population - total","1,360,076"
"1970","Estonia","Live births - total","21,552"
"1970","Estonia","Deaths - total","15,186"
"1970","Ireland","Average population - total","2,957,250"
"1970","Ireland","Live births - total","64,382"
"1970","Ireland","Deaths - total","33,686"
"1970","Greece","Average population - total","8,792,806"
"1970","Greece","Live births - total","144,986"
"1970","Greece","Deaths - total","74,009"
"1970","Spain","Average population - total","33,814,126"
"1970","Spain","Live births - total","661,065"
"1970","Spain","Deaths - total","280,170"
"1970","France","Average population - total",":"
"1970","France","Live births - total",":"
"1970","France","Deaths - total",":"
"1970","France (metropolitan)","Average population - total","50,772,227"
"1970","France (metropolitan)","Live births - total","847,783"
"1970","France (metropolitan)","Deaths - total","542,277"
"1970","Croatia","Average population - total","4,412,252"
"1970","Croatia","Live births - total","61,103"
"1970","Croatia","Deaths - total","44,148"
"1970","Italy","Average population - total","53,821,850"
"1970","Italy","Live births - total","901,472"
"1970","Italy","Deaths - total","521,096"
"1970","Cyprus","Average population - total","614,450"
"1970","Cyprus","Live births - total","11,801"
"1970","Cyprus","Deaths - total","5,998"
"1970","Latvia","Average population - total","2,359,164"
"1970","Latvia","Live births - total","34,333"
"1970","Latvia","Deaths - total","26,546"
"1970","Lithuania","Average population - total","3,139,689"
"1970","Lithuania","Live births - total","55,519"
"1970","Lithuania","Deaths - total","28,048"
"1970","Luxembourg","Average population - total","339,174"
"1970","Luxembourg","Live births - total","4,411"
"1970","Luxembourg","Deaths - total","4,154"
"1970","Hungary","Average population - total","10,337,910"
"1970","Hungary","Live births - total","151,819"
"1970","Hungary","Deaths - total","120,197"
"1970","Malta","Average population - total","302,650"
"1970","Malta","Live births - total","5,314"
"1970","Malta","Deaths - total","3,070"
"1970","Netherlands","Average population - total","13,038,526"
"1970","Netherlands","Live births - total","238,912"
"1970","Netherlands","Deaths - total","109,619"
"1970","Austria","Average population - total","7,467,086"
"1970","Austria","Live births - total","112,301"
"1970","Austria","Deaths - total","98,819"
"1970","Poland","Average population - total","32,664,300"
"1970","Poland","Live births - total","547,819"
"1970","Poland","Deaths - total","266,799"
"1970","Portugal","Average population - total","8,680,431"
"1970","Portugal","Live births - total","180,690"
"1970","Portugal","Deaths - total","93,093"
"1970","Romania","Average population - total","20,250,398"
"1970","Romania","Live births - total","427,034"
"1970","Romania","Deaths - total","193,255"
"1970","Slovenia","Average population - total","1,724,891"
"1970","Slovenia","Live births - total","27,432"
"1970","Slovenia","Deaths - total","17,353"
"1970","Slovakia","Average population - total","4,538,223"
