"TIME","GEO","INDIC_DE","Value"
"1988","Serbia","Deaths - total",":"
"1988","Turkey","Average population - total","53,570,114"
"1988","Turkey","Live births - total",":"
"1988","Turkey","Deaths - total",":"
"1988","Andorra","Average population - total","49,490"
"1988","Andorra","Live births - total","572"
"1988","Andorra","Deaths - total",":"
"1988","Belarus","Average population - total",":"
"1988","Belarus","Live births - total",":"
"1988","Belarus","Deaths - total",":"
"1988","Bosnia and Herzegovina","Average population - total","4,441,436"
"1988","Bosnia and Herzegovina","Live births - total","70,711"
"1988","Bosnia and Herzegovina","Deaths - total","29,555"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,850,000"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","56,283"
"1988","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","10,257"
"1988","Moldova","Average population - total",":"
"1988","Moldova","Live births - total",":"
"1988","Moldova","Deaths - total",":"
"1988","Monaco","Average population - total",":"
"1988","Monaco","Live births - total",":"
"1988","Monaco","Deaths - total",":"
"1988","Russia","Average population - total",":"
"1988","Russia","Live births - total",":"
"1988","Russia","Deaths - total",":"
"1988","San Marino","Average population - total",":"
"1988","San Marino","Live births - total",":"
"1988","San Marino","Deaths - total",":"
"1988","Ukraine","Average population - total",":"
"1988","Ukraine","Live births - total",":"
"1988","Ukraine","Deaths - total",":"
"1988","Armenia","Average population - total",":"
"1988","Armenia","Live births - total",":"
"1988","Armenia","Deaths - total",":"
"1988","Azerbaijan","Average population - total",":"
"1988","Azerbaijan","Live births - total",":"
"1988","Azerbaijan","Deaths - total",":"
"1988","Georgia","Average population - total",":"
"1988","Georgia","Live births - total",":"
"1988","Georgia","Deaths - total",":"
"1989","Belgium","Average population - total","9,937,697"
"1989","Belgium","Live births - total","120,904"
"1989","Belgium","Deaths - total","107,336"
"1989","Bulgaria","Average population - total","8,876,972"
"1989","Bulgaria","Live births - total","112,289"
"1989","Bulgaria","Deaths - total","106,902"
"1989","Czechia","Average population - total","10,361,068"
"1989","Czechia","Live births - total","128,356"
"1989","Czechia","Deaths - total","127,747"
"1989","Denmark","Average population - total","5,132,594"
"1989","Denmark","Live births - total","61,351"
"1989","Denmark","Deaths - total","59,397"
"1989","Germany (until 1990 former territory of the FRG)","Average population - total","62,197,069"
"1989","Germany (until 1990 former territory of the FRG)","Live births - total","681,537"
"1989","Germany (until 1990 former territory of the FRG)","Deaths - total","697,730"
"1989","Germany including former GDR","Average population - total","78,751,283"
"1989","Germany including former GDR","Live births - total","880,459"
"1989","Germany including former GDR","Deaths - total","903,441"
"1989","Estonia","Average population - total","1,568,131"
"1989","Estonia","Live births - total","24,318"
"1989","Estonia","Deaths - total","18,536"
"1989","Ireland","Average population - total","3,511,009"
"1989","Ireland","Live births - total","52,018"
"1989","Ireland","Deaths - total","32,111"
"1989","Greece","Average population - total","10,089,498"
"1989","Greece","Live births - total","101,657"
"1989","Greece","Deaths - total","92,720"
"1989","Spain","Average population - total","38,827,764"
"1989","Spain","Live births - total","408,434"
"1989","Spain","Deaths - total","324,796"
"1989","France","Average population - total","57,858,794"
"1989","France","Live births - total",":"
"1989","France","Deaths - total",":"
"1989","France (metropolitan)","Average population - total","56,423,405"
"1989","France (metropolitan)","Live births - total","765,473"
"1989","France (metropolitan)","Deaths - total","529,283"
"1989","Croatia","Average population - total","4,767,260"
"1989","Croatia","Live births - total","55,651"
"1989","Croatia","Deaths - total","52,569"
"1989","Italy","Average population - total","56,671,781"
"1989","Italy","Live births - total","560,688"
"1989","Italy","Deaths - total","531,853"
"1989","Cyprus","Average population - total","567,674"
"1989","Cyprus","Live births - total","10,273"
"1989","Cyprus","Deaths - total","4,834"
"1989","Latvia","Average population - total","2,666,955"
"1989","Latvia","Live births - total","38,922"
"1989","Latvia","Deaths - total","32,584"
"1989","Lithuania","Average population - total","3,684,255"
"1989","Lithuania","Live births - total","55,782"
"1989","Lithuania","Deaths - total","38,150"
"1989","Luxembourg","Average population - total","377,100"
"1989","Luxembourg","Live births - total","4,665"
"1989","Luxembourg","Deaths - total","3,984"
"1989","Hungary","Average population - total","10,481,719"
"1989","Hungary","Live births - total","123,304"
"1989","Hungary","Deaths - total","144,695"
"1989","Malta","Average population - total","350,722"
"1989","Malta","Live births - total","5,584"
"1989","Malta","Deaths - total","2,610"
"1989","Netherlands","Average population - total","14,848,907"
"1989","Netherlands","Live births - total","188,979"
"1989","Netherlands","Deaths - total","128,905"
"1989","Austria","Average population - total","7,619,567"
"1989","Austria","Live births - total","88,759"
"1989","Austria","Deaths - total","83,407"
"1989","Poland","Average population - total","37,961,529"
"1989","Poland","Live births - total","564,431"
"1989","Poland","Deaths - total","383,074"
"1989","Portugal","Average population - total","10,005,000"
"1989","Portugal","Live births - total","118,483"
"1989","Portugal","Deaths - total","95,743"
"1989","Romania","Average population - total","23,161,458"
"1989","Romania","Live births - total","369,544"
"1989","Romania","Deaths - total","247,306"
"1989","Slovenia","Average population - total","1,996,351"
"1989","Slovenia","Live births - total","23,447"
"1989","Slovenia","Deaths - total","18,669"
"1989","Slovakia","Average population - total","5,275,942"
"1989","Slovakia","Live births - total","80,116"
"1989","Slovakia","Deaths - total","53,902"
"1989","Finland","Average population - total","4,964,371"
"1989","Finland","Live births - total","63,348"
"1989","Finland","Deaths - total","49,110"
"1989","Sweden","Average population - total","8,492,964"
"1989","Sweden","Live births - total","116,023"
"1989","Sweden","Deaths - total","92,110"
"1989","United Kingdom","Average population - total","57,076,711"
"1989","United Kingdom","Live births - total","777,036"
"1989","United Kingdom","Deaths - total","657,733"
"1989","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","478,957,757"
"1989","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","5,964,530"
"1989","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","4,970,568"
"1989","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","474,190,497"
"1989","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","5,908,879"
"1989","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Deaths - total","4,917,999"
"1989","European Free Trade Association","Average population - total","11,154,982"
"1989","European Free Trade Association","Live births - total","145,416"
"1989","European Free Trade Association","Deaths - total","107,943"
"1989","Iceland","Average population - total","252,852"
"1989","Iceland","Live births - total","4,560"
"1989","Iceland","Deaths - total","1,716"
"1989","Liechtenstein","Average population - total","28,317"
"1989","Liechtenstein","Live births - total","373"
"1989","Liechtenstein","Deaths - total","172"
"1989","Norway","Average population - total","4,226,901"
"1989","Norway","Live births - total","59,303"
"1989","Norway","Deaths - total","45,173"
"1989","Switzerland","Average population - total","6,646,912"
"1989","Switzerland","Live births - total","81,180"
"1989","Switzerland","Deaths - total","60,882"
"1989","Montenegro","Average population - total",":"
"1989","Montenegro","Live births - total",":"
"1989","Montenegro","Deaths - total",":"
"1989","North Macedonia","Average population - total","1,986,678"
"1989","North Macedonia","Live births - total","35,927"
"1989","North Macedonia","Deaths - total","14,592"
"1989","Albania","Average population - total","3,211,964"
"1989","Albania","Live births - total","78,862"
"1989","Albania","Deaths - total","18,168"
"1989","Serbia","Average population - total",":"
"1989","Serbia","Live births - total",":"
"1989","Serbia","Deaths - total",":"
"1989","Turkey","Average population - total","54,840,677"
"1989","Turkey","Live births - total",":"
"1989","Turkey","Deaths - total",":"
"1989","Andorra","Average population - total","50,708"
"1989","Andorra","Live births - total","634"
"1989","Andorra","Deaths - total",":"
"1989","Belarus","Average population - total",":"
"1989","Belarus","Live births - total",":"
"1989","Belarus","Deaths - total",":"
"1989","Bosnia and Herzegovina","Average population - total","4,480,351"
"1989","Bosnia and Herzegovina","Live births - total","66,809"
"1989","Bosnia and Herzegovina","Deaths - total","30,383"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,889,500"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","53,656"
"1989","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","10,181"
"1989","Moldova","Average population - total",":"
"1989","Moldova","Live births - total",":"
"1989","Moldova","Deaths - total",":"
"1989","Monaco","Average population - total",":"
"1989","Monaco","Live births - total",":"
"1989","Monaco","Deaths - total",":"
"1989","Russia","Average population - total",":"
"1989","Russia","Live births - total",":"
"1989","Russia","Deaths - total",":"
"1989","San Marino","Average population - total",":"
"1989","San Marino","Live births - total",":"
"1989","San Marino","Deaths - total",":"
"1989","Ukraine","Average population - total",":"
"1989","Ukraine","Live births - total",":"
"1989","Ukraine","Deaths - total",":"
"1989","Armenia","Average population - total",":"
"1989","Armenia","Live births - total",":"
"1989","Armenia","Deaths - total",":"
"1989","Azerbaijan","Average population - total",":"
"1989","Azerbaijan","Live births - total",":"
"1989","Azerbaijan","Deaths - total",":"
"1989","Georgia","Average population - total",":"
"1989","Georgia","Live births - total",":"
"1989","Georgia","Deaths - total",":"
"1990","Belgium","Average population - total","9,967,379"
"1990","Belgium","Live births - total","123,776"
"1990","Belgium","Deaths - total","104,130"
"1990","Bulgaria","Average population - total","8,718,289"
"1990","Bulgaria","Live births - total","105,180"
"1990","Bulgaria","Deaths - total","108,608"
"1990","Czechia","Average population - total","10,333,355"
"1990","Czechia","Live births - total","130,564"
"1990","Czechia","Deaths - total","129,166"
"1990","Denmark","Average population - total","5,140,939"
"1990","Denmark","Live births - total","63,433"
"1990","Denmark","Deaths - total","60,926"
"1990","Germany (until 1990 former territory of the FRG)","Average population - total","63,202,344"
"1990","Germany (until 1990 former territory of the FRG)","Live births - total","727,199"
"1990","Germany (until 1990 former territory of the FRG)","Deaths - total","713,335"
"1990","Germany including former GDR","Average population - total","79,433,029"
"1990","Germany including former GDR","Live births - total","905,675"
"1990","Germany including former GDR","Deaths - total","921,445"
"1990","Estonia","Average population - total","1,569,174"
"1990","Estonia","Live births - total","22,304"
"1990","Estonia","Deaths - total","19,531"
"1990","Ireland","Average population - total","3,513,974"
"1990","Ireland","Live births - total","53,044"
"1990","Ireland","Deaths - total","31,370"
"1990","Greece","Average population - total","10,196,792"
"1990","Greece","Live births - total","102,251"
"1990","Greece","Deaths - total","94,152"
"1990","Spain","Average population - total","38,867,322"
"1990","Spain","Live births - total","401,425"
"1990","Spain","Deaths - total","333,142"
"1990","France","Average population - total","58,171,419"
"1990","France","Live births - total",":"
"1990","France","Deaths - total",":"
"1990","France (metropolitan)","Average population - total","56,708,831"
"1990","France (metropolitan)","Live births - total","762,407"
"1990","France (metropolitan)","Deaths - total","526,201"
"1990","Croatia","Average population - total","4,777,368"
"1990","Croatia","Live births - total","55,409"
"1990","Croatia","Deaths - total","52,192"
"1990","Italy","Average population - total","56,719,240"
"1990","Italy","Live births - total","569,255"
"1990","Italy","Deaths - total","541,746"
"1990","Cyprus","Average population - total","579,898"
"1990","Cyprus","Live births - total","10,622"
"1990","Cyprus","Deaths - total","4,844"
"1990","Latvia","Average population - total","2,663,151"
"1990","Latvia","Live births - total","37,918"
"1990","Latvia","Deaths - total","34,812"
"1990","Lithuania","Average population - total","3,697,838"
"1990","Lithuania","Live births - total","56,868"
"1990","Lithuania","Deaths - total","39,760"
"1990","Luxembourg","Average population - total","381,850"
"1990","Luxembourg","Live births - total","4,936"
"1990","Luxembourg","Deaths - total","3,773"
"1990","Hungary","Average population - total","10,373,988"
"1990","Hungary","Live births - total","125,677"
"1990","Hungary","Deaths - total","145,660"
"1990","Malta","Average population - total","354,170"
"1990","Malta","Live births - total","5,368"
"1990","Malta","Deaths - total","2,745"
"1990","Netherlands","Average population - total","14,951,510"
"1990","Netherlands","Live births - total","197,965"
"1990","Netherlands","Deaths - total","128,824"
"1990","Austria","Average population - total","7,677,850"
"1990","Austria","Live births - total","90,454"
"1990","Austria","Deaths - total","82,952"
"1990","Poland","Average population - total","38,110,782"
"1990","Poland","Live births - total","547,720"
"1990","Poland","Deaths - total","390,343"
"1990","Portugal","Average population - total","9,983,218"
"1990","Portugal","Live births - total","116,321"
"1990","Portugal","Deaths - total","102,768"
"1990","Romania","Average population - total","23,201,835"
"1990","Romania","Live births - total","314,746"
"1990","Romania","Deaths - total","247,086"
"1990","Slovenia","Average population - total","1,998,161"
"1990","Slovenia","Live births - total","22,368"
"1990","Slovenia","Deaths - total","18,555"
"1990","Slovakia","Average population - total","5,299,187"
"1990","Slovakia","Live births - total","79,989"
"1990","Slovakia","Deaths - total","54,619"
"1990","Finland","Average population - total","4,986,431"
"1990","Finland","Live births - total","65,549"
"1990","Finland","Deaths - total","50,058"
"1990","Sweden","Average population - total","8,558,835"
"1990","Sweden","Live births - total","123,938"
"1990","Sweden","Deaths - total","95,161"
"1990","United Kingdom","Average population - total","57,247,586"
"1990","United Kingdom","Live births - total","798,364"
"1990","United Kingdom","Deaths - total","641,799"
"1990","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","480,537,022"
"1990","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","5,959,612"
"1990","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","5,014,288"
"1990","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","475,759,654"
"1990","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","5,904,203"
"1990","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Deaths - total","4,962,096"
"1990","European Free Trade Association","Average population - total","11,240,560"
"1990","European Free Trade Association","Live births - total","150,025"
"1990","European Free Trade Association","Deaths - total","111,659"
"1990","Iceland","Average population - total","254,826"
"1990","Iceland","Live births - total","4,768"
"1990","Iceland","Deaths - total","1,704"
"1990","Liechtenstein","Average population - total","28,742"
"1990","Liechtenstein","Live births - total","379"
"1990","Liechtenstein","Deaths - total","195"
"1990","Norway","Average population - total","4,241,473"
"1990","Norway","Live births - total","60,939"
"1990","Norway","Deaths - total","46,021"
"1990","Switzerland","Average population - total","6,715,519"
"1990","Switzerland","Live births - total","83,939"
"1990","Switzerland","Deaths - total","63,739"
"1990","Montenegro","Average population - total",":"
"1990","Montenegro","Live births - total",":"
"1990","Montenegro","Deaths - total",":"
"1990","North Macedonia","Average population - total","1,881,991"
"1990","North Macedonia","Live births - total","35,401"
"1990","North Macedonia","Deaths - total","14,643"
"1990","Albania","Average population - total","3,266,790"
"1990","Albania","Live births - total","82,125"
"1990","Albania","Deaths - total","18,193"
"1990","Serbia","Average population - total",":"
"1990","Serbia","Live births - total",":"
"1990","Serbia","Deaths - total",":"
"1990","Turkey","Average population - total","56,104,381"
"1990","Turkey","Live births - total",":"
"1990","Turkey","Deaths - total",":"
"1990","Andorra","Average population - total","52,697"
"1990","Andorra","Live births - total","628"
"1990","Andorra","Deaths - total",":"
"1990","Belarus","Average population - total",":"
"1990","Belarus","Live births - total",":"
"1990","Belarus","Deaths - total",":"
"1990","Bosnia and Herzegovina","Average population - total","4,508,562"
"1990","Bosnia and Herzegovina","Live births - total","66,952"
"1990","Bosnia and Herzegovina","Deaths - total","29,093"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,929,000"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","55,175"
"1990","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","8,214"
"1990","Moldova","Average population - total",":"
"1990","Moldova","Live births - total",":"
"1990","Moldova","Deaths - total",":"
"1990","Monaco","Average population - total",":"
"1990","Monaco","Live births - total",":"
"1990","Monaco","Deaths - total",":"
"1990","Russia","Average population - total",":"
"1990","Russia","Live births - total",":"
"1990","Russia","Deaths - total",":"
"1990","San Marino","Average population - total",":"
"1990","San Marino","Live births - total",":"
"1990","San Marino","Deaths - total",":"
"1990","Ukraine","Average population - total",":"
"1990","Ukraine","Live births - total",":"
"1990","Ukraine","Deaths - total",":"
"1990","Armenia","Average population - total",":"
"1990","Armenia","Live births - total",":"
"1990","Armenia","Deaths - total",":"
"1990","Azerbaijan","Average population - total",":"
"1990","Azerbaijan","Live births - total",":"
"1990","Azerbaijan","Deaths - total",":"
"1990","Georgia","Average population - total",":"
"1990","Georgia","Live births - total",":"
"1990","Georgia","Deaths - total",":"
"1991","Belgium","Average population - total","10,004,486"
"1991","Belgium","Live births - total","125,924"
"1991","Belgium","Deaths - total","104,149"
"1991","Bulgaria","Average population - total","8,632,367"
"1991","Bulgaria","Live births - total","95,910"
"1991","Bulgaria","Deaths - total","110,423"
"1991","Czechia","Average population - total","10,308,578"
"1991","Czechia","Live births - total","129,354"
"1991","Czechia","Deaths - total","124,290"
"1991","Denmark","Average population - total","5,154,298"
"1991","Denmark","Live births - total","64,358"
"1991","Denmark","Deaths - total","59,581"
"1991","Germany (until 1990 former territory of the FRG)","Average population - total","80,013,896"
"1991","Germany (until 1990 former territory of the FRG)","Live births - total","830,019"
"1991","Germany (until 1990 former territory of the FRG)","Deaths - total","911,245"
"1991","Germany including former GDR","Average population - total","80,013,896"
"1991","Germany including former GDR","Live births - total","830,019"
"1991","Germany including former GDR","Deaths - total","911,245"
"1991","Estonia","Average population - total","1,561,314"
"1991","Estonia","Live births - total","19,413"
"1991","Estonia","Deaths - total","19,715"
"1991","Ireland","Average population - total","3,534,235"
"1991","Ireland","Live births - total","52,718"
"1991","Ireland","Deaths - total","31,305"
"1991","Greece","Average population - total","10,319,927"
"1991","Greece","Live births - total","102,620"
"1991","Greece","Deaths - total","95,498"
"1991","Spain","Average population - total","38,966,376"
"1991","Spain","Live births - total","395,989"
"1991","Spain","Deaths - total","337,691"
"1991","France","Average population - total","58,459,145"
"1991","France","Live births - total",":"
"1991","France","Deaths - total",":"
"1991","France (metropolitan)","Average population - total","56,975,597"
"1991","France (metropolitan)","Live births - total","759,056"
"1991","France (metropolitan)","Deaths - total","524,685"
"1991","Croatia","Average population - total","4,689,022"
"1991","Croatia","Live births - total","51,829"
"1991","Croatia","Deaths - total","54,832"
"1991","Italy","Average population - total","56,758,521"
"1991","Italy","Live births - total","562,787"
"1991","Italy","Deaths - total","551,989"
"1991","Cyprus","Average population - total","595,105"
"1991","Cyprus","Live births - total","10,442"
"1991","Cyprus","Deaths - total","5,075"
"1991","Latvia","Average population - total","2,650,581"
"1991","Latvia","Live births - total","34,633"
"1991","Latvia","Deaths - total","34,749"
"1991","Lithuania","Average population - total","3,704,134"
"1991","Lithuania","Live births - total","56,019"
"1991","Lithuania","Deaths - total","41,013"
"1991","Luxembourg","Average population - total","387,000"
"1991","Luxembourg","Live births - total","4,986"
"1991","Luxembourg","Deaths - total","3,744"
"1991","Hungary","Average population - total","10,373,400"
"1991","Hungary","Live births - total","127,206"
"1991","Hungary","Deaths - total","144,813"
"1991","Malta","Average population - total","363,845"
"1991","Malta","Live births - total","5,302"
"1991","Malta","Deaths - total","2,875"
"1991","Netherlands","Average population - total","15,069,798"
"1991","Netherlands","Live births - total","198,665"
"1991","Netherlands","Deaths - total","129,958"
"1991","Austria","Average population - total","7,754,891"
"1991","Austria","Live births - total","94,629"
"1991","Austria","Deaths - total","83,428"
"1991","Poland","Average population - total","38,246,193"
"1991","Poland","Live births - total","547,719"
"1991","Poland","Deaths - total","405,716"
"1991","Portugal","Average population - total","9,960,235"
"1991","Portugal","Live births - total","116,299"
"1991","Portugal","Deaths - total","103,882"
"1991","Romania","Average population - total","23,001,155"
"1991","Romania","Live births - total","275,275"
"1991","Romania","Deaths - total","251,760"
"1991","Slovenia","Average population - total","1,999,429"
"1991","Slovenia","Live births - total","21,583"
"1991","Slovenia","Deaths - total","19,324"
"1991","Slovakia","Average population - total","5,303,294"
"1991","Slovakia","Live births - total","78,569"
"1991","Slovakia","Deaths - total","54,618"
"1991","Finland","Average population - total","5,013,740"
"1991","Finland","Live births - total","65,395"
"1991","Finland","Deaths - total","49,294"
"1991","Sweden","Average population - total","8,617,375"
"1991","Sweden","Live births - total","123,737"
"1991","Sweden","Deaths - total","95,202"
"1991","United Kingdom","Average population - total","57,424,897"
"1991","United Kingdom","Live births - total","792,269"
"1991","United Kingdom","Deaths - total","646,181"
"1991","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","481,932,427"
"1991","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","5,808,462"
"1991","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","5,043,941"
"1991","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","477,243,405"
"1991","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","5,756,633"
"1991","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Deaths - total","4,989,109"
"1991","European Free Trade Association","Average population - total","11,348,716"
"1991","European Free Trade Association","Live births - total","151,957"
"1991","European Free Trade Association","Deaths - total","109,540"
"1991","Iceland","Average population - total","257,797"
"1991","Iceland","Live births - total","4,533"
"1991","Iceland","Deaths - total","1,796"
"1991","Liechtenstein","Average population - total","29,209"
"1991","Liechtenstein","Live births - total","416"
"1991","Liechtenstein","Deaths - total","187"
"1991","Norway","Average population - total","4,261,732"
"1991","Norway","Live births - total","60,808"
"1991","Norway","Deaths - total","44,923"
"1991","Switzerland","Average population - total","6,799,978"
"1991","Switzerland","Live births - total","86,200"
"1991","Switzerland","Deaths - total","62,634"
"1991","Montenegro","Average population - total",":"
"1991","Montenegro","Live births - total","9,606"
"1991","Montenegro","Deaths - total","3,970"
"1991","North Macedonia","Average population - total","1,899,907"
"1991","North Macedonia","Live births - total","34,830"
"1991","North Macedonia","Deaths - total","14,789"
"1991","Albania","Average population - total","3,247,039"
"1991","Albania","Live births - total","77,361"
"1991","Albania","Deaths - total","17,743"
"1991","Serbia","Average population - total",":"
"1991","Serbia","Live births - total",":"
"1991","Serbia","Deaths - total",":"
"1991","Turkey","Average population - total","57,274,564"
"1991","Turkey","Live births - total",":"
"1991","Turkey","Deaths - total",":"
"1991","Andorra","Average population - total","56,778"
"1991","Andorra","Live births - total","678"
"1991","Andorra","Deaths - total",":"
"1991","Belarus","Average population - total",":"
"1991","Belarus","Live births - total",":"
"1991","Belarus","Deaths - total",":"
"1991","Bosnia and Herzegovina","Average population - total","4,452,061"
"1991","Bosnia and Herzegovina","Live births - total","64,769"
"1991","Bosnia and Herzegovina","Deaths - total","30,680"
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Average population - total","1,967,500"
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Live births - total","52,263"
"1991","Kosovo (under United Nations Security Council Resolution 1244/99)","Deaths - total","8,526"
"1991","Moldova","Average population - total",":"
"1991","Moldova","Live births - total",":"
"1991","Moldova","Deaths - total",":"
"1991","Monaco","Average population - total",":"
"1991","Monaco","Live births - total",":"
"1991","Monaco","Deaths - total",":"
"1991","Russia","Average population - total",":"
"1991","Russia","Live births - total",":"
"1991","Russia","Deaths - total",":"
"1991","San Marino","Average population - total",":"
"1991","San Marino","Live births - total",":"
"1991","San Marino","Deaths - total",":"
"1991","Ukraine","Average population - total",":"
"1991","Ukraine","Live births - total",":"
"1991","Ukraine","Deaths - total",":"
"1991","Armenia","Average population - total",":"
"1991","Armenia","Live births - total",":"
"1991","Armenia","Deaths - total",":"
"1991","Azerbaijan","Average population - total",":"
"1991","Azerbaijan","Live births - total",":"
"1991","Azerbaijan","Deaths - total",":"
"1991","Georgia","Average population - total",":"
"1991","Georgia","Live births - total",":"
"1991","Georgia","Deaths - total",":"
"1992","Belgium","Average population - total","10,045,158"
"1992","Belgium","Live births - total","124,774"
"1992","Belgium","Deaths - total","104,200"
"1992","Bulgaria","Average population - total","8,540,164"
"1992","Bulgaria","Live births - total","89,134"
"1992","Bulgaria","Deaths - total","107,998"
"1992","Czechia","Average population - total","10,319,123"
"1992","Czechia","Live births - total","121,705"
"1992","Czechia","Deaths - total","120,337"
"1992","Denmark","Average population - total","5,171,370"
"1992","Denmark","Live births - total","67,726"
"1992","Denmark","Deaths - total","60,821"
"1992","Germany (until 1990 former territory of the FRG)","Average population - total","80,624,598"
"1992","Germany (until 1990 former territory of the FRG)","Live births - total","809,114"
"1992","Germany (until 1990 former territory of the FRG)","Deaths - total","885,443"
"1992","Germany including former GDR","Average population - total","80,624,598"
"1992","Germany including former GDR","Live births - total","809,114"
"1992","Germany including former GDR","Deaths - total","885,443"
"1992","Estonia","Average population - total","1,533,091"
"1992","Estonia","Live births - total","18,038"
"1992","Estonia","Deaths - total","20,126"
"1992","Ireland","Average population - total","3,558,430"
"1992","Ireland","Live births - total","51,089"
"1992","Ireland","Deaths - total","30,931"
"1992","Greece","Average population - total","10,399,061"
"1992","Greece","Live births - total","104,081"
"1992","Greece","Deaths - total","98,231"
"1992","Spain","Average population - total","39,157,685"
"1992","Spain","Live births - total","396,747"
"1992","Spain","Deaths - total","331,515"
"1992","France","Average population - total","58,745,390"
"1992","France","Live births - total",":"
"1992","France","Deaths - total",":"
"1992","France (metropolitan)","Average population - total","57,239,847"
"1992","France (metropolitan)","Live births - total","743,658"
"1992","France (metropolitan)","Deaths - total","521,530"
"1992","Croatia","Average population - total","4,575,818"
"1992","Croatia","Live births - total","46,970"
"1992","Croatia","Deaths - total","51,800"
"1992","Italy","Average population - total","56,797,087"
"1992","Italy","Live births - total","567,841"
"1992","Italy","Deaths - total","543,709"
"1992","Cyprus","Average population - total","611,150"
"1992","Cyprus","Live births - total","11,372"
"1992","Cyprus","Deaths - total","5,220"
"1992","Latvia","Average population - total","2,614,338"
"1992","Latvia","Live births - total","31,569"
"1992","Latvia","Deaths - total","35,420"
"1992","Lithuania","Average population - total","3,700,114"
"1992","Lithuania","Live births - total","54,417"
"1992","Lithuania","Deaths - total","41,455"
"1992","Luxembourg","Average population - total","392,175"
"1992","Luxembourg","Live births - total","5,149"
"1992","Luxembourg","Deaths - total","4,021"
"1992","Hungary","Average population - total","10,369,341"
"1992","Hungary","Live births - total","121,723"
"1992","Hungary","Deaths - total","148,781"
"1992","Malta","Average population - total","367,618"
"1992","Malta","Live births - total","5,474"
"1992","Malta","Deaths - total","2,900"
"1992","Netherlands","Average population - total","15,184,166"
"1992","Netherlands","Live births - total","196,734"
"1992","Netherlands","Deaths - total","129,887"
"1992","Austria","Average population - total","7,840,709"
"1992","Austria","Live births - total","95,302"
"1992","Austria","Deaths - total","83,162"
"1992","Poland","Average population - total","38,363,667"
"1992","Poland","Live births - total","515,214"
"1992","Poland","Deaths - total","394,729"
"1992","Portugal","Average population - total","9,952,494"
"1992","Portugal","Live births - total","114,924"
"1992","Portugal","Deaths - total","100,638"
"1992","Romania","Average population - total","22,794,284"
"1992","Romania","Live births - total","260,393"
"1992","Romania","Deaths - total","263,855"
"1992","Slovenia","Average population - total","1,996,498"
"1992","Slovenia","Live births - total","19,982"
"1992","Slovenia","Deaths - total","19,333"
"1992","Slovakia","Average population - total","5,305,016"
"1992","Slovakia","Live births - total","74,640"
"1992","Slovakia","Deaths - total","53,423"
"1992","Finland","Average population - total","5,041,992"
"1992","Finland","Live births - total","66,731"
"1992","Finland","Deaths - total","49,844"
"1992","Sweden","Average population - total","8,668,067"
"1992","Sweden","Live births - total","122,848"
"1992","Sweden","Deaths - total","94,710"
"1992","United Kingdom","Average population - total","57,580,402"
"1992","United Kingdom","Live births - total","780,799"
"1992","United Kingdom","Deaths - total","634,238"
"1992","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Average population - total","483,320,547"
"1992","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Live births - total","5,683,241"
"1992","European Economic Area (EU28 - 2013-2020 and IS, LI, NO)","Deaths - total","4,984,887"
"1992","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Average population - total","478,744,729"
"1992","European Economic Area (EU27 - 2007-2013 and IS, LI, NO)","Live births - total","5,636,271"
